,address,address_point,school_address,school_point,distance,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total
165,Oteha West,"(-36.7220673254101, 174.716867447455)",Oteha West,"(-36.7220673254101, 174.716867447455)",0.0,18,0,0,0,0,0,0,0,0,0,18
166,Waiake,"(-36.7066502641459, 174.744396696183)",Waiake,"(-36.7066502641459, 174.744396696183)",0.0,45,0,66,0,0,120,0,0,0,0,237
167,Waitakere,"(-36.856979816572, 174.540729187805)",Waitakere,"(-36.856979816572, 174.540729187805)",0.0,24,0,99,0,12,24,9,0,0,0,168
168,Albany South,"(-36.7388233391195, 174.709492482697)",Albany South,"(-36.7388233391195, 174.709492482697)",0.0,30,0,18,0,0,33,0,0,0,0,78
169,Browns Bay South West,"(-36.7217893188475, 174.729946485728)",Browns Bay South West,"(-36.7217893188475, 174.729946485728)",0.0,45,0,9,0,0,6,0,0,0,0,60
170,Browns Bay Central,"(-36.714275845481, 174.743263072352)",Browns Bay Central,"(-36.714275845481, 174.743263072352)",0.0,36,0,0,0,0,0,0,0,0,0,45
171,Schnapper Rock,"(-36.7562325797287, 174.686919766897)",Schnapper Rock,"(-36.7562325797287, 174.686919766897)",0.0,42,0,0,0,0,0,0,0,0,0,42
172,Pinehill ,"(-36.7313365577776, 174.723632652277)",Pinehill ,"(-36.7313365577776, 174.723632652277)",0.0,33,0,93,0,0,54,0,0,0,0,180
173,North Harbour,"(-36.746304740922, 174.715029746318)",North Harbour,"(-36.746304740922, 174.715029746318)",0.0,9,0,0,0,0,0,0,0,0,0,15
174,Browns Bay South East,"(-36.7247575486164, 174.737705448396)",Browns Bay South East,"(-36.7247575486164, 174.737705448396)",0.0,45,0,6,0,0,0,0,0,0,0,54
175,Greenhithe West,"(-36.7735341071102, 174.673547445716)",Greenhithe West,"(-36.7735341071102, 174.673547445716)",0.0,39,0,102,0,0,135,0,0,0,0,282
176,Rothesay Bay,"(-36.7235540973312, 174.747293915972)",Rothesay Bay,"(-36.7235540973312, 174.747293915972)",0.0,36,0,42,0,0,84,0,0,0,0,165
177,Greenhithe East,"(-36.7641032016747, 174.689325369677)",Greenhithe East,"(-36.7641032016747, 174.689325369677)",0.0,27,0,42,0,0,99,0,0,0,0,177
178,Hobsonville,"(-36.8098662568052, 174.628128484111)",Hobsonville,"(-36.8098662568052, 174.628128484111)",0.0,21,0,24,0,0,0,0,0,0,0,51
179,Greenhithe South,"(-36.7716214498069, 174.694305125038)",Greenhithe South,"(-36.7716214498069, 174.694305125038)",0.0,27,0,0,0,0,0,0,0,0,0,27
180,Murrays Bay West,"(-36.7317787284406, 174.741747621554)",Murrays Bay West,"(-36.7317787284406, 174.741747621554)",0.0,36,0,45,0,0,135,0,0,0,0,222
181,Westgate South,"(-36.8271076939278, 174.607919231224)",Westgate South,"(-36.8271076939278, 174.607919231224)",0.0,15,0,21,0,0,21,0,0,0,0,60
182,Windsor Park,"(-36.7397522089817, 174.735683514089)",Windsor Park,"(-36.7397522089817, 174.735683514089)",0.0,12,0,12,0,0,72,0,0,0,0,99
183,West Harbour West,"(-36.8187270095768, 174.622540373028)",West Harbour West,"(-36.8187270095768, 174.622540373028)",0.0,45,0,72,0,0,90,0,0,0,0,210
184,Unsworth Heights West,"(-36.7588638144866, 174.711302565964)",Unsworth Heights West,"(-36.7588638144866, 174.711302565964)",0.0,15,0,12,0,0,12,0,0,0,0,39
185,Murrays Bay East,"(-36.7310302997266, 174.751619535557)",Murrays Bay East,"(-36.7310302997266, 174.751619535557)",0.0,21,0,0,0,0,0,0,0,0,0,30
186,Birdwood West,"(-36.8506048116432, 174.586677168735)",Birdwood West,"(-36.8506048116432, 174.586677168735)",0.0,9,0,0,0,0,0,0,0,0,0,9
187,Hobsonville Point,"(-36.7969162532373, 174.661722026198)",Hobsonville Point,"(-36.7969162532373, 174.661722026198)",0.0,51,0,66,0,39,273,0,0,0,0,429
188,West Harbour Clearwater Cove,"(-36.81054037798, 174.637041029894)",West Harbour Clearwater Cove,"(-36.81054037798, 174.637041029894)",0.0,33,0,0,0,0,0,0,0,0,0,42
189,Unsworth Heights East,"(-36.7560324241253, 174.719772694423)",Unsworth Heights East,"(-36.7560324241253, 174.719772694423)",0.0,36,0,12,0,0,0,0,0,0,0,51
190,Mairangi Bay North,"(-36.7385890436778, 174.746549326321)",Mairangi Bay North,"(-36.7385890436778, 174.746549326321)",0.0,36,0,12,0,0,12,0,0,0,0,60
191,Massey Central,"(-36.8390983456824, 174.606020483628)",Massey Central,"(-36.8390983456824, 174.606020483628)",0.0,39,0,0,0,0,0,0,0,0,0,45
192,West Harbour Luckens Point,"(-36.8180234153892, 174.636959826659)",West Harbour Luckens Point,"(-36.8180234153892, 174.636959826659)",0.0,24,0,84,0,0,81,0,0,0,0,198
193,Mairangi Bay South,"(-36.743902733393, 174.748647654067)",Mairangi Bay South,"(-36.743902733393, 174.748647654067)",0.0,30,0,39,0,0,96,0,0,0,0,165
194,Massey Royal Road West,"(-36.8342991163775, 174.612545524378)",Massey Royal Road West,"(-36.8342991163775, 174.612545524378)",0.0,21,0,0,0,0,0,0,0,0,0,24
195,Bayview East,"(-36.769995913069, 174.713374373551)",Bayview East,"(-36.769995913069, 174.713374373551)",0.0,45,0,0,0,0,0,0,0,0,0,48
196,Swanson Rural,"(-36.8810949965747, 174.57106823457)",Swanson Rural,"(-36.8810949965747, 174.57106823457)",0.0,39,0,9,0,0,0,0,0,0,0,51
197,Sunnynook South,"(-36.7552645816166, 174.735875971142)",Sunnynook South,"(-36.7552645816166, 174.735875971142)",0.0,27,0,6,0,0,9,0,0,0,0,45
198,Sunnynook North,"(-36.7508686225934, 174.741693638853)",Sunnynook North,"(-36.7508686225934, 174.741693638853)",0.0,39,0,36,0,0,84,0,0,0,0,156
199,Bayview West,"(-36.7759192106498, 174.704622042575)",Bayview West,"(-36.7759192106498, 174.704622042575)",0.0,42,0,54,0,0,51,0,0,0,0,150
200,Totara Vale North,"(-36.7596582670218, 174.730094730806)",Totara Vale North,"(-36.7596582670218, 174.730094730806)",0.0,33,0,30,0,0,39,0,0,0,0,108
201,Royal Heights North,"(-36.8285119746225, 174.627746192602)",Royal Heights North,"(-36.8285119746225, 174.627746192602)",0.0,57,0,0,0,0,0,0,0,0,0,63
202,Massey West,"(-36.8498860675233, 174.607429515799)",Massey West,"(-36.8498860675233, 174.607429515799)",0.0,6,0,18,0,0,33,0,0,0,0,57
203,Beach Haven West,"(-36.7932763566776, 174.686191390622)",Beach Haven West,"(-36.7932763566776, 174.686191390622)",0.0,39,0,51,0,0,36,0,0,0,0,123
204,Totara Vale South,"(-36.765833082604, 174.725736038982)",Totara Vale South,"(-36.765833082604, 174.725736038982)",0.0,51,0,0,0,0,0,0,0,0,0,57
205,Swanson,"(-36.8648960752911, 174.584629749476)",Swanson,"(-36.8648960752911, 174.584629749476)",0.0,27,0,33,0,0,39,0,0,0,0,99
206,Bayview South,"(-36.7819747745586, 174.703590008493)",Bayview South,"(-36.7819747745586, 174.703590008493)",0.0,36,0,36,0,0,18,0,0,0,0,90
207,Campbells Bay,"(-36.7495490515665, 174.756273446281)",Campbells Bay,"(-36.7495490515665, 174.756273446281)",0.0,24,0,0,0,0,0,0,0,0,0,27
208,Royal Heights South,"(-36.8355483677193, 174.628323026244)",Royal Heights South,"(-36.8355483677193, 174.628323026244)",0.0,33,0,27,0,0,42,0,0,0,0,105
209,Beach Haven East,"(-36.7926825844878, 174.693591277134)",Beach Haven East,"(-36.7926825844878, 174.693591277134)",0.0,30,0,12,0,0,6,0,0,0,0,51
210,Massey East,"(-36.8434826394063, 174.620571343735)",Massey East,"(-36.8434826394063, 174.620571343735)",0.0,39,0,42,0,0,48,0,0,0,0,132
211,Forrest Hill North,"(-36.7571834735817, 174.746539801497)",Forrest Hill North,"(-36.7571834735817, 174.746539801497)",0.0,30,0,0,0,0,0,0,0,0,0,36
212,Glenfield North,"(-36.7738808969951, 174.726613460163)",Glenfield North,"(-36.7738808969951, 174.726613460163)",0.0,33,0,0,0,0,0,0,0,0,0,33
213,Birkdale North,"(-36.7936822509822, 174.700923760815)",Birkdale North,"(-36.7936822509822, 174.700923760815)",0.0,63,0,93,0,0,150,0,0,0,0,312
214,Massey South,"(-36.8499498805392, 174.616258952791)",Massey South,"(-36.8499498805392, 174.616258952791)",0.0,51,0,9,0,0,0,0,0,0,0,57
215,Ranui North,"(-36.860058740101, 174.60220591921)",Ranui North,"(-36.860058740101, 174.60220591921)",0.0,36,0,27,0,0,30,0,0,0,0,96
216,Glenfield West,"(-36.7826832148392, 174.717897923225)",Glenfield West,"(-36.7826832148392, 174.717897923225)",0.0,27,0,9,0,0,30,0,0,0,0,72
217,Te Atatu Peninsula North West,"(-36.8265552219565, 174.648832537746)",Te Atatu Peninsula North West,"(-36.8265552219565, 174.648832537746)",0.0,36,0,75,0,21,69,0,0,0,0,198
218,Glenfield South West,"(-36.7894169954289, 174.712900556284)",Glenfield South West,"(-36.7894169954289, 174.712900556284)",0.0,45,0,48,0,0,75,0,0,0,0,168
219,Forrest Hill West,"(-36.7689583687832, 174.745135195968)",Forrest Hill West,"(-36.7689583687832, 174.745135195968)",0.0,48,0,54,0,0,231,0,9,0,0,351
220,Forrest Hill East,"(-36.7643146350137, 174.752230704479)",Forrest Hill East,"(-36.7643146350137, 174.752230704479)",0.0,42,0,0,0,0,0,0,0,0,0,51
221,Castor Bay,"(-36.7603995884644, 174.761783373118)",Castor Bay,"(-36.7603995884644, 174.761783373118)",0.0,45,0,105,0,24,84,0,0,0,0,267
222,Ranui Domain,"(-36.8658992327055, 174.604273434972)",Ranui Domain,"(-36.8658992327055, 174.604273434972)",0.0,27,0,24,0,0,15,0,0,0,0,69
223,Beach Haven South,"(-36.8071478237866, 174.694195267182)",Beach Haven South,"(-36.8071478237866, 174.694195267182)",0.0,48,0,102,0,0,90,0,0,0,0,243
224,Glenfield Central,"(-36.7848040510821, 174.725876991027)",Glenfield Central,"(-36.7848040510821, 174.725876991027)",0.0,51,0,57,0,0,75,0,0,0,0,183
225,Piha,"(-36.9618655369309, 174.474234207104)",Piha,"(-36.9618655369309, 174.474234207104)",0.0,15,0,6,0,0,0,0,0,0,0,24
226,Ranui South West,"(-36.8714618863669, 174.593923666583)",Ranui South West,"(-36.8714618863669, 174.593923666583)",0.0,27,0,0,0,0,0,0,0,0,0,27
227,Henderson Larnoch,"(-36.8592483682787, 174.617977756152)",Henderson Larnoch,"(-36.8592483682787, 174.617977756152)",0.0,30,0,0,0,0,0,0,0,0,0,33
228,Birkdale South,"(-36.8004217645054, 174.707640624227)",Birkdale South,"(-36.8004217645054, 174.707640624227)",0.0,51,0,9,0,0,0,0,0,0,0,66
229,Te Atatu Peninsula Central,"(-36.836057128301, 174.651740063748)",Te Atatu Peninsula Central,"(-36.836057128301, 174.651740063748)",0.0,60,0,57,0,18,138,0,0,0,0,276
230,Glenfield East,"(-36.7802619621595, 174.734586915599)",Glenfield East,"(-36.7802619621595, 174.734586915599)",0.0,30,0,9,0,0,18,0,0,0,0,60
231,Henderson Valley,"(-36.9064158343315, 174.569173838846)",Henderson Valley,"(-36.9064158343315, 174.569173838846)",0.0,18,0,57,0,0,6,0,0,0,0,90
232,Te Atatu Peninsula West,"(-36.8487223576432, 174.646984215442)",Te Atatu Peninsula West,"(-36.8487223576432, 174.646984215442)",0.0,42,0,60,0,6,144,0,0,0,0,255
233,Henderson Lincoln West,"(-36.8597986672495, 174.624113509453)",Henderson Lincoln West,"(-36.8597986672495, 174.624113509453)",0.0,30,0,27,0,0,45,0,0,0,0,108
234,Ranui South East,"(-36.8718904457378, 174.604680896836)",Ranui South East,"(-36.8718904457378, 174.604680896836)",0.0,21,0,0,0,0,0,0,0,0,0,21
235,Henderson Lincoln East,"(-36.8559007811499, 174.634074249263)",Henderson Lincoln East,"(-36.8559007811499, 174.634074249263)",0.0,0,0,0,0,0,12,0,0,0,0,18
236,Birkenhead West,"(-36.8063822282243, 174.712872040345)",Birkenhead West,"(-36.8063822282243, 174.712872040345)",0.0,48,0,36,0,0,45,0,0,0,0,129
237,Te Atatu Peninsula East,"(-36.8434558377691, 174.656216500432)",Te Atatu Peninsula East,"(-36.8434558377691, 174.656216500432)",0.0,27,0,6,0,0,0,0,0,0,0,36
238,Milford West,"(-36.7712983859684, 174.760194617137)",Milford West,"(-36.7712983859684, 174.760194617137)",0.0,27,0,42,0,18,96,0,0,0,0,183
239,Westlake,"(-36.7765588417177, 174.753559656123)",Westlake,"(-36.7765588417177, 174.753559656123)",0.0,24,0,0,0,0,0,0,0,0,0,24
240,Hillcrest North (Auckland),"(-36.7900378131523, 174.743792977879)",Hillcrest North (Auckland),"(-36.7900378131523, 174.743792977879)",0.0,30,0,39,0,0,60,0,0,0,0,129
241,Henderson Lincoln South,"(-36.8672246782972, 174.623675053551)",Henderson Lincoln South,"(-36.8672246782972, 174.623675053551)",0.0,30,0,15,0,0,144,0,0,0,0,195
242,Hillcrest West (Auckland),"(-36.7978864961131, 174.728309186551)",Hillcrest West (Auckland),"(-36.7978864961131, 174.728309186551)",0.0,36,0,0,0,0,0,0,0,0,0,36
243,Milford Central,"(-36.7717447403695, 174.768463580938)",Milford Central,"(-36.7717447403695, 174.768463580938)",0.0,15,0,0,0,0,0,0,0,0,0,18
244,Summerland South,"(-36.8816775345838, 174.605275897427)",Summerland South,"(-36.8816775345838, 174.605275897427)",0.0,21,0,0,0,0,0,0,0,0,0,21
245,Summerland North,"(-36.8759544781718, 174.613458263561)",Summerland North,"(-36.8759544781718, 174.613458263561)",0.0,21,0,57,0,0,81,0,0,0,0,162
246,Hillcrest East (Auckland),"(-36.794354261089, 174.736204356508)",Hillcrest East (Auckland),"(-36.794354261089, 174.736204356508)",0.0,48,0,75,0,0,132,0,0,0,0,264
247,Chatswood,"(-36.8183658773958, 174.710499772482)",Chatswood,"(-36.8183658773958, 174.710499772482)",0.0,30,0,81,0,0,54,0,0,0,0,168
248,Te Atatu South-Edmonton,"(-36.8646637446293, 174.642208521703)",Te Atatu South-Edmonton,"(-36.8646637446293, 174.642208521703)",0.0,33,0,21,0,0,57,0,0,0,0,117
249,Birkenhead North,"(-36.8073352792968, 174.726899865242)",Birkenhead North,"(-36.8073352792968, 174.726899865242)",0.0,33,0,0,0,0,0,0,0,0,0,39
250,Takapuna West,"(-36.7891091781411, 174.761170075111)",Takapuna West,"(-36.7891091781411, 174.761170075111)",0.0,45,0,42,0,15,90,6,6,0,0,207
251,Henderson North,"(-36.8760615379878, 174.625342297036)",Henderson North,"(-36.8760615379878, 174.625342297036)",0.0,33,0,0,0,0,24,0,0,0,0,66
252,Takapuna Central,"(-36.7820251528137, 174.769470381413)",Takapuna Central,"(-36.7820251528137, 174.769470381413)",0.0,24,0,18,0,0,27,0,0,0,0,69
253,Western Heights (Auckland),"(-36.8873806708066, 174.613138786123)",Western Heights (Auckland),"(-36.8873806708066, 174.613138786123)",0.0,36,0,129,0,0,51,0,0,0,0,225
254,Te Atatu South-Central,"(-36.862210407816, 174.64945895814)",Te Atatu South-Central,"(-36.862210407816, 174.64945895814)",0.0,42,0,48,0,0,63,0,0,0,0,159
255,Northcote Central (Auckland),"(-36.7988894686888, 174.744444172473)",Northcote Central (Auckland),"(-36.7988894686888, 174.744444172473)",0.0,12,0,12,0,0,30,0,0,0,0,54
256,Akoranga,"(-36.7965749882019, 174.754512443534)",Akoranga,"(-36.7965749882019, 174.754512443534)",0.0,0,0,0,0,0,66,0,0,0,0,75
257,Northcote South (Auckland),"(-36.8064930424159, 174.738539702171)",Northcote South (Auckland),"(-36.8064930424159, 174.738539702171)",0.0,30,0,30,0,0,90,0,0,0,0,159
258,Birkenhead South,"(-36.8160193645731, 174.730311981052)",Birkenhead South,"(-36.8160193645731, 174.730311981052)",0.0,30,0,78,0,0,75,0,0,0,0,180
259,Henderson Central,"(-36.8896858088027, 174.629284262072)",Henderson Central,"(-36.8896858088027, 174.629284262072)",0.0,6,0,0,0,0,0,0,0,0,0,15
260,Waiatarua,"(-36.9223465892617, 174.594711272563)",Waiatarua,"(-36.9223465892617, 174.594711272563)",0.0,30,0,0,0,0,0,0,0,0,0,30
261,Te Atatu South-McLeod North,"(-36.8741122678841, 174.646879053377)",Te Atatu South-McLeod North,"(-36.8741122678841, 174.646879053377)",0.0,33,0,27,0,0,69,0,0,0,0,135
262,Henderson Valley Park,"(-36.8922508977113, 174.617139585236)",Henderson Valley Park,"(-36.8922508977113, 174.617139585236)",0.0,21,0,21,0,0,24,0,0,0,0,63
263,Henderson North East,"(-36.8793850417069, 174.640070103468)",Henderson North East,"(-36.8793850417069, 174.640070103468)",0.0,18,0,0,0,0,0,0,0,0,0,24
264,Waitakere Ranges South,"(-36.9893191002367, 174.535108881688)",Waitakere Ranges South,"(-36.9893191002367, 174.535108881688)",0.0,21,0,0,0,0,0,0,0,0,0,21
265,Northcote Tuff Crater,"(-36.8075236023227, 174.750901178925)",Northcote Tuff Crater,"(-36.8075236023227, 174.750901178925)",0.0,15,0,0,0,0,0,0,0,0,0,15
266,Northcote Point (Auckland),"(-36.8161185379328, 174.744518376225)",Northcote Point (Auckland),"(-36.8161185379328, 174.744518376225)",0.0,30,0,0,0,0,0,0,0,0,0,33
267,McLaren Park,"(-36.8989238947365, 174.620978547628)",McLaren Park,"(-36.8989238947365, 174.620978547628)",0.0,45,0,0,0,0,0,0,0,0,0,48
268,Henderson East,"(-36.8867513055311, 174.638513720122)",Henderson East,"(-36.8867513055311, 174.638513720122)",0.0,21,0,12,0,0,12,0,0,0,0,48
269,Te Atatu South-McLeod South,"(-36.8808449066923, 174.650125989922)",Te Atatu South-McLeod South,"(-36.8808449066923, 174.650125989922)",0.0,42,0,45,0,0,144,0,0,0,0,234
270,Takapuna South,"(-36.7952164483656, 174.781008575468)",Takapuna South,"(-36.7952164483656, 174.781008575468)",0.0,6,0,0,0,0,0,0,0,0,0,9
271,Hauraki,"(-36.8006229564361, 174.776949568276)",Hauraki,"(-36.8006229564361, 174.776949568276)",0.0,48,0,69,0,24,156,0,0,0,0,300
272,Glendene North,"(-36.8920903905246, 174.649036980137)",Glendene North,"(-36.8920903905246, 174.649036980137)",0.0,30,0,33,0,0,39,0,0,0,0,105
273,Sunnyvale West-Parrs Park,"(-36.9037138984222, 174.630731317378)",Sunnyvale West-Parrs Park,"(-36.9037138984222, 174.630731317378)",0.0,18,0,0,0,0,0,0,0,0,0,24
274,Sunnyvale East,"(-36.8995563862634, 174.642533791552)",Sunnyvale East,"(-36.8995563862634, 174.642533791552)",0.0,54,0,63,0,0,54,0,0,0,0,177
275,Point Chevalier West,"(-36.8656485913894, 174.702461772966)",Point Chevalier West,"(-36.8656485913894, 174.702461772966)",0.0,18,0,21,0,6,9,0,0,0,0,57
276,Belmont (Auckland),"(-36.8051774714472, 174.788183950642)",Belmont (Auckland),"(-36.8051774714472, 174.788183950642)",0.0,45,0,36,0,27,279,0,0,0,0,390
277,Bayswater,"(-36.814116595738, 174.777979004072)",Bayswater,"(-36.814116595738, 174.777979004072)",0.0,24,0,45,0,12,21,0,0,0,0,102
278,Glendene South,"(-36.896912294062, 174.654168281599)",Glendene South,"(-36.896912294062, 174.654168281599)",0.0,21,0,0,0,0,0,0,0,0,0,24
279,Glen Eden West,"(-36.913019943407, 174.628818215485)",Glen Eden West,"(-36.913019943407, 174.628818215485)",0.0,42,0,0,0,0,0,0,0,0,0,45
280,Herne Bay,"(-36.8449047695707, 174.731644811462)",Herne Bay,"(-36.8449047695707, 174.731644811462)",0.0,24,0,42,0,9,114,0,0,0,0,189
281,Westmere North,"(-36.8544126655756, 174.718633057236)",Westmere North,"(-36.8544126655756, 174.718633057236)",0.0,18,0,0,0,0,0,0,0,0,0,18
282,Point Chevalier East,"(-36.8670019078585, 174.714147079375)",Point Chevalier East,"(-36.8670019078585, 174.714147079375)",0.0,39,0,129,0,60,213,0,0,0,0,447
283,Oratia,"(-36.9448795263615, 174.61183121387)",Oratia,"(-36.9448795263615, 174.61183121387)",0.0,24,0,45,0,0,0,27,0,0,0,99
284,Glen Eden Rosier,"(-36.915399261369, 174.636432741057)",Glen Eden Rosier,"(-36.915399261369, 174.636432741057)",0.0,36,0,12,0,0,0,0,0,0,0,51
285,Saint Marys Bay,"(-36.8407181681135, 174.746668843946)",Saint Marys Bay,"(-36.8407181681135, 174.746668843946)",0.0,15,0,0,0,0,12,0,0,0,0,27
286,Westmere South-Western Springs,"(-36.86042307128, 174.722449451001)",Westmere South-Western Springs,"(-36.86042307128, 174.722449451001)",0.0,21,0,66,0,12,192,0,0,0,0,294
287,Ponsonby West,"(-36.8501942386354, 174.734362693233)",Ponsonby West,"(-36.8501942386354, 174.734362693233)",0.0,18,0,0,0,0,15,0,0,0,0,36
288,Kelston North,"(-36.8957913714419, 174.666344490036)",Kelston North,"(-36.8957913714419, 174.666344490036)",0.0,18,0,54,0,0,90,0,0,0,0,159
289,Avondale Rosebank ,"(-36.8890362794377, 174.679695569649)",Avondale Rosebank ,"(-36.8890362794377, 174.679695569649)",0.0,48,0,0,0,0,0,0,0,0,0,48
290,Narrow Neck,"(-36.8156936727614, 174.796610471285)",Narrow Neck,"(-36.8156936727614, 174.796610471285)",0.0,45,0,75,0,30,45,0,0,0,0,195
291,Glen Eden North,"(-36.9076822465928, 174.65702959569)",Glen Eden North,"(-36.9076822465928, 174.65702959569)",0.0,12,0,24,0,0,24,0,0,0,0,63
292,Glen Eden Woodglen,"(-36.9174766998729, 174.643298115598)",Glen Eden Woodglen,"(-36.9174766998729, 174.643298115598)",0.0,57,0,24,0,0,24,0,0,0,0,105
293,Kelston South,"(-36.9038064296457, 174.662667918074)",Kelston South,"(-36.9038064296457, 174.662667918074)",0.0,12,0,12,0,0,24,0,0,0,0,57
294,Waterview,"(-36.8794805360501, 174.699361417664)",Waterview,"(-36.8794805360501, 174.699361417664)",0.0,48,0,45,0,21,48,0,0,0,0,165
295,Ponsonby East,"(-36.8513795114586, 174.741593178648)",Ponsonby East,"(-36.8513795114586, 174.741593178648)",0.0,39,0,15,0,0,78,0,0,0,0,132
296,Wynyard-Viaduct,"(-36.8433093986815, 174.757888270359)",Wynyard-Viaduct,"(-36.8433093986815, 174.757888270359)",0.0,12,0,0,0,0,0,0,0,0,0,12
297,Stanley Point,"(-36.8265671774637, 174.784107696675)",Stanley Point,"(-36.8265671774637, 174.784107696675)",0.0,27,0,27,0,0,81,0,0,0,0,138
298,Glen Eden Central,"(-36.9156025477114, 174.653020586445)",Glen Eden Central,"(-36.9156025477114, 174.653020586445)",0.0,39,0,12,0,0,0,0,0,0,0,57
299,Grey Lynn North,"(-36.8587921582449, 174.735764807726)",Grey Lynn North,"(-36.8587921582449, 174.735764807726)",0.0,30,0,0,0,0,6,0,0,0,0,39
300,Avondale West (Auckland),"(-36.8946796442462, 174.684638603535)",Avondale West (Auckland),"(-36.8946796442462, 174.684638603535)",0.0,27,0,0,0,0,0,0,0,0,0,39
301,Freemans Bay,"(-36.8522012846305, 174.750417099359)",Freemans Bay,"(-36.8522012846305, 174.750417099359)",0.0,51,0,12,0,0,72,0,0,0,0,138
302,Mount Albert West,"(-36.8820462279693, 174.707694091316)",Mount Albert West,"(-36.8820462279693, 174.707694091316)",0.0,21,9,9,0,0,39,0,0,0,0,81
303,Avondale North (Auckland),"(-36.8895457732516, 174.695627492597)",Avondale North (Auckland),"(-36.8895457732516, 174.695627492597)",0.0,45,0,21,0,0,123,0,0,0,0,198
304,Grey Lynn West,"(-36.8644209050826, 174.733748949802)",Grey Lynn West,"(-36.8644209050826, 174.733748949802)",0.0,33,0,36,0,9,63,0,0,0,0,147
305,Mount Albert North,"(-36.8748147138191, 174.717653081077)",Mount Albert North,"(-36.8748147138191, 174.717653081077)",0.0,21,0,102,0,12,177,0,0,0,0,315
306,New Lynn North,"(-36.9017384028182, 174.671890359275)",New Lynn North,"(-36.9017384028182, 174.671890359275)",0.0,27,0,0,0,0,0,0,0,0,0,27
307,Victoria Park ,"(-36.8485780704364, 174.756591240423)",Victoria Park ,"(-36.8485780704364, 174.756591240423)",0.0,24,0,0,0,0,0,0,0,0,0,27
308,Konini,"(-36.9292029718065, 174.643731083519)",Konini,"(-36.9292029718065, 174.643731083519)",0.0,45,0,24,0,0,45,0,0,0,0,117
309,New Lynn North West,"(-36.907940420371, 174.671682458033)",New Lynn North West,"(-36.907940420371, 174.671682458033)",0.0,21,0,6,0,0,0,0,0,0,0,33
310,Hobson Ridge North,"(-36.8470710426346, 174.762769141146)",Hobson Ridge North,"(-36.8470710426346, 174.762769141146)",0.0,36,0,0,0,0,9,0,0,0,0,48
311,Grey Lynn Central,"(-36.8620992526245, 174.746220306699)",Grey Lynn Central,"(-36.8620992526245, 174.746220306699)",0.0,63,0,0,0,0,0,0,0,0,0,63
