WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (174.914194448576 -37.0736995971307)",162500,Hingaia,3.61581438,3.61581438,1770161.69995,5895237.9202,-37.0736996,174.91419445,174.914194449,-37.0736995971
"POINT (174.945149808883 -37.0490201319616)",162600,Takanini South East,1.46889043,1.46889043,1772969.8025,5897920.2607,-37.04902013,174.94514981,174.945149809,-37.049020132
"POINT (175.151968518705 -36.9841336252742)",162700,Kawakawa Bay-Orere,208.77544671,208.77544671,1791526.02475,5904723.36495,-36.98413362,175.15196852,175.151968519,-36.9841336253
"POINT (174.934168027214 -37.0565367099997)",162800,Papakura West,0.56013558,0.56013558,1771976.1895,5897106.21135,-37.05653671,174.93416803,174.934168027,-37.05653671
"POINT (175.045906739233 -37.0148097745761)",162900,Clevedon,49.97263142,49.97263142,1782012.16655,5901527.90845,-37.01480977,175.04590674,175.045906739,-37.0148097746
"POINT (174.947946127283 -37.0574140638617)",163000,Papakura North,1.2487808,1.2487808,1773199.4015,5896983.84505,-37.05741406,174.94794613,174.947946127,-37.0574140639
"POINT (174.932728571408 -37.0686478539021)",163100,Pahurehure,1.2071569,1.2071569,1771820.858,5895765.06145,-37.06864785,174.93272857,174.932728571,-37.0686478539
"POINT (174.942818855429 -37.0654230514273)",163200,Papakura Central,1.56524401,1.56524401,1772725.30115,5896104.5642,-37.06542305,174.94281885,174.942818855,-37.0654230514
"POINT (174.965942749506 -37.0514343287552)",163300,Papakura North East,1.48821034,1.48821034,1774813.44615,5897614.3592,-37.05143433,174.96594275,174.96594275,-37.0514343288
"POINT (174.926483853279 -37.0845646058955)",163400,Karaka Lakes,3.3305519,3.3305519,1771229.8285,5894010.34175,-37.08456461,174.92648385,174.926483853,-37.0845646059
"POINT (174.962394491948 -37.0593343555656)",163500,Papakura Kelvin,1.01704881,1.01704881,1774479.8002,5896744.35365,-37.05933436,174.96239449,174.962394492,-37.0593343556
"POINT (174.954838634667 -37.0662996993385)",163600,Papakura Massey Park,0.89410414,0.89410414,1773792.02655,5895985.3798,-37.0662997,174.95483864,174.954838635,-37.0662996993
"POINT (174.938110053575 -37.0807433039383)",163700,Rosehill,1.54499723,1.54499723,1772271.94805,5894413.29935,-37.0807433,174.93811005,174.938110054,-37.0807433039
"POINT (174.83514067352 -37.1769175521053)",163800,Patumahoe,34.37898701,34.37898701,1762912.0988,5883924.44125,-37.17691755,174.83514067,174.835140674,-37.1769175521
"POINT (174.979208544193 -37.0584612294544)",163900,Papakura East,2.01763954,2.01763954,1775976.9469,5896810.22435,-37.05846123,174.97920854,174.979208544,-37.0584612295
"POINT (174.947977609211 -37.076825762134)",164000,Opaheke,1.10867301,1.10867301,1773158.04725,5894830.01705,-37.07682576,174.94797761,174.947977609,-37.0768257621
"POINT (174.96429561646 -37.0732529770946)",164100,Papakura Industrial,1.53838175,1.53838175,1774616.92655,5895196.55565,-37.07325298,174.96429562,174.964295616,-37.0732529771
"POINT (174.977293735835 -37.0673854090202)",164200,Red Hill,2.1029976,2.1029976,1775786.0746,5895823.6071,-37.06738541,174.97729374,174.977293736,-37.067385409
"POINT (174.936694022007 -37.1060695932314)",164300,Drury,10.3915445,10.3915445,1772088.76075,5891605.85335,-37.10606959,174.93669402,174.936694022,-37.1060695932
"POINT (174.723329405859 -37.2446936029388)",164400,Tamakae,1.34089266,1.34089266,1752848.5423,5876590.96875,-37.2446936,174.72332941,174.723329406,-37.2446936029
"POINT (174.739524170409 -37.2458346531949)",164500,Hamilton Estate,2.25898673,2.25898673,1754282.70815,5876438.087,-37.24583465,174.73952417,174.73952417,-37.2458346532
"POINT (174.974761451102 -37.1122076843358)",164600,Drury Rural,36.00907218,36.00907218,1775457.5137,5890855.12055,-37.11220768,174.97476145,174.974761451,-37.1122076843
"POINT (174.727811745116 -37.2558404618171)",164700,Waiuku Central,1.13131897,1.13131897,1753223.54825,5875346.95825,-37.25584046,174.72781174,174.727811745,-37.2558404618
"POINT (174.734968238348 -37.2579699944995)",164800,Waiuku East,0.83262875,0.83262875,1753853.9106,5875099.0685,-37.25796999,174.73496824,174.734968238,-37.2579699945
"POINT (174.750726597485 -37.2531444932853)",164900,Kendallvale,2.14456963,2.14456963,1755261.3574,5875608.72315,-37.25314449,174.7507266,174.750726597,-37.2531444933
"POINT (174.847441999406 -37.2136948668708)",165000,Puni,38.19095891,38.19095891,1763924.66685,5879822.6874,-37.21369487,174.847442,174.847441999,-37.2136948669
"POINT (174.934081638126 -37.1594514192461)",165100,Ramarama,43.61591016,43.61591016,1771735.8694,5885687.7103,-37.15945142,174.93408164,174.934081638,-37.1594514192
"POINT (175.081692605322 -37.0825636121354)",165200,Hunua,77.83513493,77.83513493,1785031.5748,5893941.2458,-37.08256361,175.08169261,175.081692605,-37.0825636121
"POINT (174.895803419892 -37.1822547590072)",165300,Pukekohe North West,4.78236896,4.78236896,1768286.03205,5883226.26125,-37.18225476,174.89580342,174.89580342,-37.182254759
"POINT (174.935509955081 -37.1863334487178)",165400,Anselmi Ridge,7.53297597,7.53297597,1771801.8061,5882702.46055,-37.18633345,174.93550996,174.935509955,-37.1863334487
"POINT (174.888039862742 -37.2009702457027)",165500,Pukekohe West,2.20764245,2.20764245,1767555.43295,5881163.47695,-37.20097025,174.88803986,174.888039863,-37.2009702457
"POINT (174.910713304634 -37.18797046704)",165600,Cape Hill,0.71737513,0.71737513,1769596.8936,5882565.50075,-37.18797047,174.9107133,174.910713305,-37.187970467
"POINT (174.895901497236 -37.2070528774946)",165700,Rosa Birch Park,0.79170524,0.79170524,1768239.6802,5880474.6516,-37.20705288,174.8959015,174.895901497,-37.2070528775
"POINT (174.913076327155 -37.1969768458743)",165800,Rooseville Park,1.34580916,1.34580916,1769786.4821,5881561.9777,-37.19697684,174.91307633,174.913076327,-37.1969768459
"POINT (174.892636199271 -37.2159254832086)",165900,Cloverlea (Auckland),2.37781817,2.37781817,1767930.2202,5879495.9994,-37.21592548,174.8926362,174.892636199,-37.2159254832
"POINT (174.913325496317 -37.2089195452597)",166000,Pukekohe Central,2.93912945,2.93912945,1769781.833,5880236.4427,-37.20891954,174.9133255,174.913325496,-37.2089195453
"POINT (174.902624064017 -37.2122669571825)",166100,Pukekohe Hospital,0.7348586,0.7348586,1768824.66895,5879884.16645,-37.21226696,174.90262406,174.902624064,-37.2122669572
"POINT (174.919240637888 -37.2273376489588)",166200,Buckland,8.62446111,8.62446111,1770265.3554,5878182.25575,-37.22733765,174.91924064,174.919240638,-37.227337649
"POINT (175.002256102631 -37.1753680416245)",166300,Bombay Hills,31.68201967,31.68201967,1777752.74905,5883796.01435,-37.17536804,175.0022561,175.002256103,-37.1753680416
"POINT (175.082469832884 -37.1468622241871)",166400,Ararimu,91.30824094,91.30824094,1784944.13125,5886805.4466,-37.14686222,175.08246983,175.082469833,-37.1468622242
"POINT (175.481576108953 -36.699664019788)",166500,Colville,542.61700961,542.61700961,1821686.25075,5935573.94095,-36.69966402,175.48157611,175.481576109,-36.6996640198
"POINT (175.795956325558 -36.6154806036572)",166600,Islands Thames-Coromandel District,35.38512732,35.38512732,1850049.1636,5944141.6566,-36.6154806,175.79595633,175.795956326,-36.6154806037
"POINT (175.495715476948 -36.7557584420579)",166700,Coromandel,10.86995774,10.86995774,1822787.35695,5929316.9804,-36.75575844,175.49571548,175.495715477,-36.7557584421
"POINT (175.469212006001 -36.7882188942959)",166800,Inlets Thames-Coromandel District,0,91.65504543,1820328.0472,5925776.61095,-36.78821889,175.46921201,175.469212006,-36.7882188943
"POINT (175.611784728577 -36.8437285675778)",166900,Mercury Bay North,305.23054246,305.23054246,1832883.89805,5919279.01965,-36.84372857,175.61178473,175.611784729,-36.8437285676
"POINT (175.673658202388 -36.8214393105218)",167000,Whitianga North,12.51361931,12.51361931,1838471.30425,5921599.60435,-36.82143931,175.6736582,175.673658202,-36.8214393105
"POINT (175.693563955299 -36.8336233989356)",167100,Whitianga South,4.82697456,4.87532636,1840208.9993,5920197.7134,-36.8336234,175.69356396,175.693563955,-36.8336233989
"POINT (175.543793352945 -37.0047507011356)",167200,Thames Coast,116.10186822,116.10186822,1826343.3173,5901575.298,-37.0047507,175.54379335,175.543793353,-37.0047507011
"POINT (175.747755627509 -36.8406037632508)",167300,Cooks Beach-Ferry Landing,2.69680107,2.69680107,1845020.50305,5919285.4216,-36.84060376,175.74775563,175.747755628,-36.8406037633
"POINT (175.716370261472 -36.9721577653481)",167400,Mercury Bay South,359.35416515,359.35416515,1841805.31625,5904767.42185,-36.97215776,175.71637026,175.716370261,-36.9721577653
"POINT (175.62523645774 -37.1074126971863)",167500,Kauaeranga,180.50262398,180.50262398,1833276.6417,5889986.34095,-37.1074127,175.62523646,175.625236458,-37.1074126972
"POINT (175.545918708888 -37.1315386852325)",167600,Thames North,2.62218648,2.62218648,1826155.39415,5887501.24405,-37.13153868,175.54591871,175.545918709,-37.1315386852
"POINT (175.541429658389 -37.1403228130143)",167700,Thames Central,1.27303449,1.27303449,1825730.4387,5886537.2033,-37.14032281,175.54142966,175.541429658,-37.140322813
"POINT (175.559037565076 -37.1491221967602)",167800,Thames South,3.27854971,3.27854971,1827268.3093,5885518.7047,-37.1491222,175.55903757,175.559037565,-37.1491221968
"POINT (175.768087479591 -37.1010438479783)",167900,Hikuai,284.15589604,284.15589604,1845993.53535,5890332.31435,-37.10104385,175.76808748,175.76808748,-37.101043848
"POINT (175.560117631154 -37.1678796608695)",168000,Totora-Kopu,8.38949216,8.38949216,1827308.03315,5883434.66605,-37.16787966,175.56011763,175.560117631,-37.1678796609
"POINT (175.853423286076 -36.9945991384196)",168100,Tairua,4.17166395,4.17166395,1853933.5476,5901920.06655,-36.99459914,175.85342329,175.853423286,-36.9945991384
"POINT (175.85488182172 -37.0338504119603)",168200,Pauanui,9.89683611,9.89683611,1853932.60865,5897560.39,-37.03385041,175.85488182,175.854881822,-37.033850412
"POINT (175.660873960858 -37.2372644607474)",168300,Matatoki-Puriri,161.09379341,161.09379341,1836039.35575,5875488.602,-37.23726446,175.66087396,175.660873961,-37.2372644607
"POINT (175.830100475922 -37.1752664880775)",168400,Whangamata Rural,153.63912287,153.63912287,1851259.8719,5881933.047,-37.17526649,175.83010048,175.830100476,-37.1752664881
"POINT (175.866588967683 -37.2134928086355)",168500,Whangamata,8.45990329,8.45990329,1854371.68425,5877593.48215,-37.21349281,175.86658897,175.866588968,-37.2134928086
"POINT (175.276112783988 -37.113548937953)",168600,Miranda-Pukorokoro,81.34040383,81.34040383,1802232.6118,5890106.63435,-37.11354894,175.27611278,175.276112784,-37.113548938
"POINT (175.396490711081 -37.2639821934185)",168700,Hauraki Plains North,178.73887502,178.73887502,1812507.59105,5873150.7409,-37.26398219,175.39649071,175.396490711,-37.2639821934
"POINT (175.543536894258 -37.2381933550753)",168800,Hauraki Plains East,90.71412544,90.71412544,1825626.02425,5875671.8334,-37.23819335,175.54353689,175.543536894,-37.2381933551
"POINT (175.491510498902 -37.2789972877592)",168900,Ngatea,3.35368512,3.35368512,1820890.91875,5871266.7791,-37.27899729,175.4915105,175.491510499,-37.2789972878
"POINT (175.482485554497 -37.3552920033667)",169000,Hauraki Plains South,251.34905576,251.34905576,1819868.1396,5862821.63325,-37.355292,175.48248555,175.482485554,-37.3552920034
"POINT (175.578646029349 -37.3934552403453)",169100,Paeroa Rural,272.5613858,272.5613858,1828270.58025,5858358.23075,-37.39345524,175.57864603,175.578646029,-37.3934552403
"POINT (175.673936882156 -37.3753525652566)",169200,Paeroa,6.86969579,6.86969579,1836764.60965,5860132.10615,-37.37535256,175.67393688,175.673936882,-37.3753525653
"POINT (175.784321908442 -37.4366188608756)",169300,Waihi Rural,375.75229172,375.75229172,1846339.8214,5853050.16365,-37.43661886,175.78432191,175.784321908,-37.4366188609
"POINT (175.833492289329 -37.3862273563348)",169400,Waihi North,2.63486749,2.63486749,1850859.1995,5858512.6746,-37.38622736,175.83349229,175.833492289,-37.3862273563
"POINT (175.855612925935 -37.3822807026672)",169500,Waihi East,4.07789326,4.07789326,1852831.31105,5858891.5643,-37.3822807,175.85561293,175.855612926,-37.3822807027
"POINT (175.837522378314 -37.3973490019012)",169600,Waihi South,2.69478875,2.69478875,1851178.9255,5857267.69935,-37.397349,175.83752238,175.837522378,-37.3973490019
"POINT (174.77509205907 -37.2913273698865)",169700,Aka Aka,186.86632842,186.86632842,1757342.85605,5871331.9682,-37.29132737,174.77509206,174.775092059,-37.2913273699
"POINT (175.175802087195 -37.1550062982554)",169800,Mangatangi,257.805407,257.805407,1793213.29905,5885715.6877,-37.1550063,175.17580209,175.175802087,-37.1550062983
"POINT (174.952290594002 -37.2862122718544)",169900,Tuakau Rural,46.00082206,46.00082206,1773062.88145,5871589.8385,-37.28621227,174.95229059,174.952290594,-37.2862122719
"POINT (174.948162564453 -37.2572130954921)",170000,Tuakau North,2.69478358,2.69478358,1772763.19095,5874815.0088,-37.25721309,174.94816256,174.948162564,-37.2572130955
"POINT (174.87549359131 -37.3641698521849)",170100,Onewhero,205.40043726,205.40043726,1766082.7236,5863077.8628,-37.36416985,174.87549359,174.875493591,-37.3641698522
"POINT (175.00483174876 -37.2701485318351)",170200,Pokeno Rural,88.62761866,88.62761866,1777758.74215,5873274.73425,-37.27014853,175.00483175,175.004831749,-37.2701485318
"POINT (174.940668778359 -37.2814626537681)",170300,Tuakau South,2.65915739,2.65915739,1772043.36415,5872138.04845,-37.28146265,174.94066878,174.940668778,-37.2814626538
"POINT (174.7802215103 -37.4632614434648)",170400,Port Waikato-Waikaretu,210.11800788,210.11800788,1757437.62475,5852246.5503,-37.46326144,174.78022151,174.78022151,-37.4632614435
"POINT (175.020215303233 -37.2441688758988)",170500,Pokeno,6.43987199,6.43987199,1779184.43655,5876128.3217,-37.24416888,175.0202153,175.020215303,-37.2441688759
"POINT (175.005268660541 -37.3559111488163)",170600,Pukekawa,140.86462885,140.86462885,1777595.5201,5863757.92385,-37.35591115,175.00526866,175.005268661,-37.3559111488
"POINT (175.21484861249 -37.2789740772469)",170700,Maramarua,267.66011442,267.66011442,1796359.36065,5871879.96075,-37.27897408,175.21484861,175.214848612,-37.2789740772
"POINT (175.09012212102 -37.3896672024186)",170800,Rangiriri,137.34016866,172.78853536,1785028.4141,5859849.3043,-37.3896672,175.09012212,175.090122121,-37.3896672024
"POINT (175.045561879399 -37.6970794682435)",170900,Te Akau,804.11799782,816.01916653,1780340.8493,5825824.7748,-37.69707947,175.04556188,175.045561879,-37.6970794682
"POINT (174.903985214278 -37.7879146307149)",171000,Inlets Waikato District,0,65.43013549,1767652.853,5816008.64925,-37.78791463,174.90398521,174.903985214,-37.7879146307
"POINT (175.148020871949 -37.4025191015658)",171100,Te Kauwhata,1.73961842,1.73961842,1790122.05365,5858308.06315,-37.4025191,175.14802087,175.148020872,-37.4025191016
"POINT (175.191283088125 -37.5304372470742)",171200,Huntly Rural,353.22828303,353.22828303,1793621.31385,5844025.7151,-37.53043725,175.19128309,175.191283088,-37.5304372471
"POINT (175.308521781836 -37.4238126570224)",171300,Waerenga,261.7261774,261.7261774,1804272.13355,5855609.4283,-37.42381266,175.30852178,175.308521782,-37.423812657
"POINT (175.138736738264 -37.5360312286634)",171400,Huntly West,5.77450348,5.77450348,1788963.6389,5843511.9289,-37.53603123,175.13873674,175.138736738,-37.5360312287
"POINT (175.165532463069 -37.5540856411612)",171500,Huntly East,8.78164968,8.78164968,1791285.2462,5841454.32575,-37.55408564,175.16553246,175.165532463,-37.5540856412
"POINT (174.853848298423 -37.8113871962765)",171600,Raglan,4.90270989,4.90270989,1763186.05235,5813492.81455,-37.8113872,174.8538483,174.853848298,-37.8113871963
"POINT (175.317185898603 -37.5709866973869)",171700,Whitikahu,253.62687468,253.62687468,1804636.62485,5839259.2497,-37.5709867,175.3171859,175.317185899,-37.5709866974
"POINT (174.938211655105 -37.8832263408274)",171800,Te Uku,549.66687502,549.66687502,1770447.35985,5805370.4545,-37.88322634,174.93821165,174.938211655,-37.8832263408
"POINT (175.188442149364 -37.6585838716592)",171900,Taupiri-Lake Kainui,49.76237579,49.76237579,1793038.7456,5829811.7342,-37.65858387,175.18844215,175.188442149,-37.6585838717
"POINT (175.1534734498 -37.6620776225773)",172000,Ngaruawahia North,1.15297035,1.15297035,1789944.93475,5829495.49545,-37.66207762,175.15347345,175.15347345,-37.6620776226
"POINT (175.145065038049 -37.6663830526944)",172100,Ngaruawahia Central,3.84713097,3.84713097,1789192.2563,5829034.7495,-37.66638305,175.14506504,175.145065038,-37.6663830527
"POINT (175.143398865241 -37.6807214173578)",172200,Ngaruawahia South,4.42383165,4.42383165,1789008.89025,5827447.0449,-37.68072142,175.14339886,175.143398865,-37.6807214174
"POINT (175.27496355919 -37.6593963743016)",172300,Kainui-Gordonton,88.43275822,88.43275822,1800669.46935,5829539.83895,-37.65939637,175.27496356,175.274963559,-37.6593963743
"POINT (175.163340280686 -37.721945877312)",172400,Te Kowhai,44.94853011,44.94853011,1790661.8951,5822832.08665,-37.72194588,175.16334028,175.163340281,-37.7219458773
